time,icao,operation,airport,registration,flight,ac_type,ac_size,runway,flight_link,squawk,signal_type,category,year,manufacturer,model,ownop,faa_pia,faa_ladd,short_type,mil,apt_type,name,latitude,longitude,continent,iso_country,iso_region,municipality,scheduled_service,iata_code,elev
1/1/2025 2:17,750446,takeoff,WMKK,9M-LFD,MXD175D,A333,big,,https://globe.adsbexchange.com/?icao=750446&zoom=13.5&showTrace=2025-01-01&timestamp=1735697837,,adsb_icao,A5,,,,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:19,750148,takeoff,WMKJ,9M-AFV,AXM6036,A320,medium,,https://globe.adsbexchange.com/?icao=750148&zoom=13.5&showTrace=2025-01-01&timestamp=1735697940,371,adsb_icao,A0,,,Airbus A320-216,,f,f,L2J,f,medium_airport,Senai International Airport,1.640556,103.669861,AS,MY,MY-01,,yes,JHB,135
1/1/2025 2:20,7503b3,landing,WMKP,9M-AJI,,A320,medium,4,https://globe.adsbexchange.com/?icao=7503b3&zoom=13.5&showTrace=2025-01-01&timestamp=1735698019,323,adsb_icao,A3,,,Airbus A320-216,,f,f,L2J,f,medium_airport,Penang International Airport,5.297139,100.276639,AS,MY,MY-07,,yes,PEN,11
1/1/2025 2:21,750466,takeoff,WMKJ,9M-AGT,AXM5302,A320,medium,16,https://globe.adsbexchange.com/?icao=750466&zoom=13.5&showTrace=2025-01-01&timestamp=1735698101,,adsb_icao,A3,,,Airbus A320-216,,f,f,L2J,f,medium_airport,Senai International Airport,1.640556,103.669861,AS,MY,MY-01,,yes,JHB,135
1/1/2025 2:22,750420,takeoff,WMKK,9M-LRF,MXD207,B38M,medium,,https://globe.adsbexchange.com/?icao=750420&zoom=13.5&showTrace=2025-01-01&timestamp=1735698125,2163,adsb_icao,A3,,,,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:23,750582,takeoff,WMKK,9M-LDU,MXD306,B738,medium,,https://globe.adsbexchange.com/?icao=750582&zoom=13.5&showTrace=2025-01-01&timestamp=1735698233,2155,adsb_icao,A0,,,,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:24,a4a437,takeoff,WMSA,N399,N399,GA5C,small,,https://globe.adsbexchange.com/?icao=a4a437&zoom=13.5&showTrace=2025-01-01&timestamp=1735698258,2170,adsb_icao,A3,2016,GULFSTREAM AEROSPACE CORP,GVII-G500,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,f,t,L2J,f,medium_airport,Sultan Abdul Aziz Shah International Airport,3.130583,101.549333,AS,MY,MY-10,,yes,SZB,90
1/1/2025 2:25,750421,takeoff,WMKK,9M-LRG,MXD221,B38M,medium,,https://globe.adsbexchange.com/?icao=750421&zoom=13.5&showTrace=2025-01-01&timestamp=1735698335,2157,adsb_icao,A3,,,Boeing 737MAX 8,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:26,7503db,landing,WMKJ,9M-LNV,MXD2407,B738,medium,16,https://globe.adsbexchange.com/?icao=7503db&zoom=13.5&showTrace=2025-01-01&timestamp=1735698361,,adsb_icao,A0,,,Boeing 737-8GP,,f,f,L2J,f,medium_airport,Senai International Airport,1.640556,103.669861,AS,MY,MY-01,,yes,JHB,135
1/1/2025 2:29,8a0824,takeoff,WMKK,PK-LZZ,MXD2201,B738,medium,,https://globe.adsbexchange.com/?icao=8a0824&zoom=13.5&showTrace=2025-01-01&timestamp=1735698586,,adsb_icao,A0,,,,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:31,75043a,takeoff,WMKK,9M-LCR,MXD1726,B738,medium,,https://globe.adsbexchange.com/?icao=75043a&zoom=13.5&showTrace=2025-01-01&timestamp=1735698696,2124,adsb_icao,A0,,,Boeing 737-8GP,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:35,8a07c9,landing,WMKJ,PK-AZP,AWQ392,A320,medium,,https://globe.adsbexchange.com/?icao=8a07c9&zoom=13.5&showTrace=2025-01-01&timestamp=1735698940,,adsb_icao,A0,,,Airbus A320-216,,f,f,L2J,f,medium_airport,Senai International Airport,1.640556,103.669861,AS,MY,MY-01,,yes,JHB,135
1/1/2025 2:41,76cd0a,takeoff,WMKK,9V-SHJ,SIA105,A359,big,,https://globe.adsbexchange.com/?icao=76cd0a&zoom=13.5&showTrace=2025-01-01&timestamp=1735699260,2166,adsb_icao,A5,,,Airbus A350-941,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:47,750441,takeoff,WMKK,9M-AGH,AXM431,A20N,medium,,https://globe.adsbexchange.com/?icao=750441&zoom=13.5&showTrace=2025-01-01&timestamp=1735699625,,adsb_icao,A3,,,,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
1/1/2025 2:47,750282,takeoff,WMKP,9M-MLO,MAS1143,B738,medium,,https://globe.adsbexchange.com/?icao=750282&zoom=13.5&showTrace=2025-01-01&timestamp=1735699633,2656,adsb_icao,A0,,,Boeing 737-8H6,,f,f,L2J,f,medium_airport,Penang International Airport,5.297139,100.276639,AS,MY,MY-07,,yes,PEN,11
1/1/2025 2:57,7502c3,takeoff,WMKK,9M-LRS,MXD605,B38M,medium,,https://globe.adsbexchange.com/?icao=7502c3&zoom=13.5&showTrace=2025-01-01&timestamp=1735700248,2176,adsb_icao,A3,,,,,f,f,L2J,f,large_airport,Kuala Lumpur International Airport,2.743333,101.708889,AS,MY,MY-10,,yes,KUL,69
